REG,URB,HHID,RESP_LNO,Q5_TECHVOC,Q5_TECHVOC_COURSE,Q5_SPECIFY_COURSE,Q6_TESDA_CERT,Q15A_ARTS,Q15B_SCIENCE,Q15C_BUSINESS,Q20_ACTIVITY,Q21_KNOWLEDGE,C5_AGE_RT04,C12_HEA_RT04,C4_SEX_RT04,C14_ATTEND_SCHOOL_RT04
8,2,20590,2,2,,,2,1,1,4,1,1,25,60411,2,4
10,2,26917,1,2,,,2,1,1,4,1,1,30,60613,1,4
11,1,28929,3,2,,,2,1,1,4,1,1,27,24015,1,4
12,2,33433,1,2,,,2,1,1,4,2,1,23,10015,1,4
13,1,34676,3,2,,,2,1,1,4,1,1,24,24012,1,4
13,1,35056,1,2,,,2,1,1,4,2,1,25,61041,1,4
13,1,35317,2,1,40921,CAREGIVER,1,1,1,4,2,1,27,24015,2,4
13,1,35318,1,1,40714,COMPUTER TECHNICIAN,1,1,1,4,1,1,24,24015,1,4
13,1,35646,2,2,,,2,1,1,4,2,1,26,24015,2,4
13,1,37266,3,2,,,2,1,1,4,2,1,22,60004,1,4
13,1,40002,1,2,,,2,1,1,4,1,1,26,60003,2,4
13,1,40002,2,2,,,2,1,1,4,1,1,27,60003,2,4
13,1,40023,2,2,,,2,1,1,4,1,1,27,24015,1,4
13,1,40397,1,2,,,2,1,1,4,1,1,24,60003,1,4
13,1,41150,5,2,,,2,1,1,4,2,1,23,60612,1,4
13,1,41729,2,2,,,1,1,1,4,1,1,26,60111,2,4
13,1,42203,1,2,,,2,1,1,4,2,1,29,24015,1,4
13,1,42360,3,2,,,2,1,1,4,1,1,24,24015,1,4
14,1,44486,1,2,,,2,1,1,4,1,1,23,60811,2,4
14,2,44693,2,2,,,2,1,1,4,1,1,21,40713,1,4
15,2,48393,4,2,,,2,1,1,4,2,1,22,0,1,4
16,1,50862,3,2,,,2,1,1,4,2,1,25,60413,2,4
16,2,51156,2,2,,,2,1,1,4,1,1,19,34013,2,4
17,2,51847,1,2,,,2,1,1,4,1,1,30,10014,1,4
17,1,52155,2,2,,,2,1,1,4,1,1,26,24011,1,4
17,1,53246,1,2,,,2,1,1,4,2,1,22,60001,2,4
17,1,53520,1,2,,,1,1,1,4,1,1,54,60488,2,
17,1,53520,2,2,,,1,1,1,4,1,1,24,60612,1,4
17,2,53997,3,2,,,2,1,1,4,1,1,23,24015,1,4
1,2,1155,3,2,,,2,5,5,3,1,1,18,24014,1,1
6,2,14363,2,2,,,2,5,5,3,2,1,19,24013,1,4
7,1,18993,2,2,,,2,5,5,3,1,1,20,34013,1,4
13,1,42233,1,2,,,2,5,5,3,1,1,21,60321,2,4
16,1,48993,3,2,,,2,5,5,3,1,1,27,60111,1,4
1,2,1204,4,2,,,2,4,5,3,1,1,18,34011,1,1
11,2,30863,2,2,,,2,4,5,3,1,1,23,60111,2,4
13,1,40072,3,2,,,2,4,5,3,1,1,25,61013,1,4
16,2,50260,2,2,,,2,4,5,3,1,1,18,34011,1,1
6,1,16631,2,2,,,2,3,5,3,1,1,24,10015,2,4
10,2,28552,3,2,,,2,3,5,3,1,1,18,34011,1,1
13,1,35506,1,2,,,2,3,5,3,1,1,25,40732,2,4
15,2,47454,7,2,,,2,3,5,3,1,1,20,0,1,4
16,1,48989,2,2,,,2,3,5,3,1,1,27,70800,2,4
16,1,49968,8,2,,,2,3,5,3,1,1,21,60912,2,4
13,1,40689,4,1,40714,ELECTRONICS TECHNICIAN,2,2,5,3,1,1,26,60714,1,4
12,1,32335,2,1,50913,NURSING AID,BSIT,1,5,3,,1,1,25,50913,1
13,1,37134,1,2,,,2,1,5,3,1,1,24,60821,2,4
3,1,7357,4,2,,,1,5,4,3,1,1,20,60612,1,4
4,1,10681,3,2,,,2,5,4,3,1,1,17,34011,1,1
5,2,12648,3,2,,,2,5,4,3,1,1,17,24013,1,4
7,2,17568,2,2,,,2,5,4,3,1,1,19,24011,1,4
13,1,38006,4,2,,,2,5,4,3,1,1,23,40611,1,4
16,2,51551,2,2,,,2,5,4,3,1,1,30,24015,2,4
8,2,23062,1,2,,,2,4,4,3,1,1,23,60001,2,1
10,1,27859,3,2,,,2,4,4,3,1,1,22,60916,1,4
10,1,28290,3,2,,,2,4,4,3,1,1,19,24015,1,2
12,1,33759,4,2,,,2,4,4,3,1,1,17,34011,2,2
13,1,34909,1,2,,,2,4,4,3,1,1,20,61013,2,4
13,1,38676,1,1,40714,INDUSTRIAL ELECTRICAL,1,4,4,3,1,1,23,60004,1,4
13,1,40439,1,2,,,2,4,4,3,2,1,22,24015,1,4
13,1,40689,3,2,,,2,4,4,3,1,1,27,60916,2,4
16,1,50072,3,2,,,2,4,4,3,1,1,23,60111,2,4
1,2,1208,3,2,,,2,3,4,3,1,1,29,60111,1,4
1,2,1282,3,2,,,2,3,4,3,1,1,27,61013,1,4
2,2,1937,1,2,,,2,3,4,3,1,1,28,60111,2,2
2,2,3093,5,1,40811,ORGANIC AGRICULTURE,1,3,4,3,1,1,22,60002,2,1
2,2,3242,3,2,,,2,3,4,3,1,1,30,24015,2,4
3,1,6401,1,2,,,1,3,4,3,1,1,25,24015,1,4
4,1,10687,2,2,,,1,3,4,3,1,1,24,60001,1,1
6,2,14719,4,2,,,2,3,4,3,1,1,20,60111,1,4
6,2,14743,4,2,,,2,3,4,3,1,1,20,60001,1,1
10,1,28362,5,2,,,2,3,4,3,1,1,15,24013,2,1
11,1,30071,3,2,,,2,3,4,3,1,1,28,60915,2,4
11,1,30401,2,2,,,2,3,4,3,2,1,30,24015,2,4
12,1,31847,3,1,40714,COMPUTER TECHNOLOGY,1,3,4,3,1,1,24,60811,2,4
12,1,32335,1,2,,,2,3,4,3,1,1,27,60314,2,4
12,1,32435,2,2,,,2,3,4,3,1,1,21,60003,2,1
13,1,34709,4,2,,,2,3,4,3,1,1,21,60002,1,4
13,1,35425,1,2,,,2,3,4,3,1,1,24,60313,2,4
13,1,35478,1,2,,,2,3,4,3,1,1,26,60714,1,4
13,1,39715,3,2,,,2,3,4,3,1,1,26,60411,2,4
14,2,45990,1,2,,,2,3,4,3,1,1,21,24015,1,4
16,1,49240,3,2,,,2,3,4,3,1,1,20,60111,1,4
16,1,50100,2,2,,,2,3,4,3,2,1,24,60916,2,4
17,2,52596,2,1,50715,BREAD AND PASTRY NC II,1,3,4,3,1,1,21,60111,2,4
1,1,41,3,2,,,2,2,4,3,1,1,25,60001,1,2
1,2,1081,1,2,,,1,2,4,3,1,1,25,40716,1,4
2,2,1929,1,2,,,2,2,4,3,1,1,22,60612,1,4
11,2,30283,1,2,,,2,2,4,3,2,1,18,24013,1,4
15,2,47285,4,2,,,2,2,4,3,1,1,17,10016,1,4
15,2,47718,1,2,,,2,2,4,3,1,1,24,60821,1,4
4,1,11113,2,2,,,1,1,4,3,1,1,27,24015,1,4
5,1,12536,4,1,41013,NC2 FOOD & BEVERAGE SERVICES,N,1,4,3,,1,1,25,60188,1
1,2,1204,3,2,,,2,5,3,3,1,1,22,24015,2,2
3,1,7573,1,2,,,2,5,3,3,1,1,25,60002,1,4
5,2,12366,4,2,,,2,5,3,3,1,1,24,24015,1,1
14,1,44593,1,2,,,2,5,3,3,1,1,24,60111,2,4
16,2,51541,2,2,,,2,5,3,3,1,1,15,24012,2,1
2,2,2254,3,2,,,2,4,3,3,1,1,26,60111,2,4
3,2,7944,3,2,,,2,4,3,3,1,1,20,24012,2,4
8,2,21669,1,2,,,2,4,3,3,1,1,25,24013,1,4
10,1,26553,3,2,,,2,4,3,3,1,1,20,24015,1,1
10,1,26573,2,2,,,2,4,3,3,1,1,25,10018,1,4
13,1,38006,3,2,,,2,4,3,3,1,1,27,24015,1,4
13,1,40063,3,2,,,2,4,3,3,1,1,25,60613,2,4
13,1,40338,2,2,,,2,4,3,3,1,1,27,60111,2,4
13,1,43291,2,2,,,2,4,3,3,1,1,17,24015,2,4
16,1,49253,2,2,,,2,4,3,3,1,1,22,34013,2,1
16,2,51487,2,2,,,2,4,3,3,1,1,27,24003,1,1
17,2,53741,3,2,,,1,4,3,3,1,1,16,24013,1,1
1,1,56,2,2,,,1,3,3,3,1,1,21,61013,2,4
1,2,136,3,2,,,2,3,3,3,1,1,24,60732,2,4
2,2,2009,2,2,,,2,3,3,3,1,1,22,60003,1,4
2,1,2123,4,2,,,2,3,3,3,1,1,27,60714,1,4
2,1,2123,5,2,,,2,3,3,3,1,1,25,60413,1,4
2,2,2642,4,2,,,1,3,3,3,1,1,21,61013,2,4
2,2,3272,3,2,,,2,3,3,3,1,1,23,24012,1,4
2,2,3805,4,2,,,2,3,3,3,1,1,28,50613,2,4
3,1,4537,2,1,41015,NC II EVENTS,1,3,3,3,1,1,28,61013,2,4
3,2,8021,3,2,,,2,3,3,3,1,1,20,34011,1,1
3,2,8153,2,2,,,2,3,3,3,1,1,25,60732,1,4
3,2,8270,2,2,,,2,3,3,3,2,1,24,60413,2,4
4,1,8322,4,2,,,2,3,3,3,1,1,26,10018,1,4
4,1,9107,2,2,,,1,3,3,3,1,1,25,61013,1,4
4,1,9209,1,2,,,2,3,3,3,1,1,28,24015,1,4
4,2,9272,3,2,,,2,3,3,3,1,1,27,60413,1,4
4,1,10051,5,2,,,2,3,3,3,1,1,16,24014,2,2
4,2,10597,2,2,,,1,3,3,3,1,1,27,60221,2,4
4,1,10914,2,2,,,2,3,3,3,1,1,27,60913,2,4
5,2,11473,3,1,40723,DRESSMAKING,2,3,3,3,1,1,17,24014,2,1
5,2,12419,3,2,,,2,3,3,3,2,1,28,60002,2,4
5,2,12815,3,2,,,2,3,3,3,1,1,23,24015,1,4
5,2,12853,2,2,,,2,3,3,3,1,1,28,60001,2,4
5,2,12879,1,1,40714,COMP. TECHNOLOGY,1,3,3,3,1,1,27,40714,1,4
5,2,12924,4,2,,,2,3,3,3,1,1,15,24012,2,1
6,1,13937,3,2,,,2,3,3,3,1,1,25,50613,1,4
6,2,14831,2,1,40715,WELDER,2,3,3,3,1,1,23,40715,1,4
6,2,17130,2,1,50715,SMAW NC 2,1,3,3,3,1,1,19,35033,1,4
7,2,17605,4,2,,,1,3,3,3,1,1,28,61088,2,4
7,1,17855,2,1,40922,CAREGIVING,1,3,3,3,1,1,30,51013,2,4
7,1,17943,1,2,,,2,3,3,3,1,1,24,60314,1,4
7,1,17946,1,2,,,2,3,3,3,1,1,24,60314,1,4
7,1,18013,2,2,,,2,3,3,3,2,1,23,24011,1,1
7,1,18072,1,2,,,2,3,3,3,1,1,30,61013,2,4
7,1,18423,1,2,,,2,3,3,3,1,1,27,50713,1,4
7,1,18425,1,2,,,2,3,3,3,1,1,26,24015,1,4
7,1,18832,7,2,,,2,3,3,3,1,1,29,50541,2,4
7,1,18832,6,2,,,2,3,3,3,1,1,24,60612,1,4
7,1,18836,1,2,,,1,3,3,3,1,1,25,60312,2,4
7,1,18916,2,2,,,2,3,3,3,2,1,24,60413,2,4
7,2,20054,4,2,,,2,3,3,3,1,1,18,34021,1,1
8,1,21069,3,2,,,2,3,3,3,1,1,27,60913,1,4
8,2,23062,2,2,,,2,3,3,3,2,1,20,35031,1,1
10,1,25713,1,2,,,2,3,3,3,1,1,22,60111,2,4
10,2,27297,2,2,,,2,3,3,3,1,1,20,24012,1,4
10,2,27297,3,2,,,2,3,3,3,1,1,19,34013,2,4
10,1,28290,2,2,,,2,3,3,3,1,1,21,60004,2,1
10,1,28369,1,2,,,2,3,3,3,1,1,17,24011,1,1
11,1,29122,3,2,,,2,3,3,3,1,1,24,60719,1,4
11,1,29559,2,2,,,2,3,3,3,2,1,18,34031,2,2
11,1,29573,1,2,,,1,3,3,3,1,1,29,60002,1,4
11,2,30863,3,2,,,2,3,3,3,1,1,20,24015,1,1
12,1,31817,1,2,,,2,3,3,3,1,1,30,60111,1,4
12,1,31869,3,2,,,2,3,3,3,1,1,17,34011,2,1
12,2,32152,3,2,,,2,3,3,3,1,1,16,24013,2,1
12,1,32230,3,2,,,2,3,3,3,1,1,25,60410,1,4
12,1,33282,2,2,,,2,3,3,3,1,1,28,24015,1,4
12,1,33733,2,2,,,1,3,3,3,1,1,29,24015,1,4
13,1,34580,4,2,,,2,3,3,3,1,1,21,60113,2,4
13,1,34905,1,1,40715,WELDING NC II,1,3,3,3,1,1,27,40715,1,4
13,1,35388,4,2,,,2,3,3,3,2,1,21,60001,2,4
13,1,35462,1,2,,,2,3,3,3,1,1,23,60714,2,4
13,1,35479,1,2,,,2,3,3,3,2,1,24,60612,2,4
13,1,35541,1,2,,,2,3,3,3,1,1,21,60002,1,4
13,1,35702,3,2,,,2,3,3,3,2,1,28,61013,1,4
13,1,35702,5,2,,,2,3,3,3,2,1,28,60114,1,4
13,1,35953,3,2,,,2,3,3,3,2,1,25,60002,2,4
13,1,36249,1,2,,,2,3,3,3,1,1,29,60314,1,4
13,1,37198,1,2,,,2,3,3,3,2,1,27,60413,1,4
13,1,37273,1,1,40716,AUTOMOTIVE MECHANIC,2,3,3,3,1,1,30,50003,1,4
13,1,38468,2,2,,,2,3,3,3,1,1,25,60688,2,4
13,1,38676,2,2,,,2,3,3,3,1,1,25,40417,2,4
13,1,39828,2,2,,,1,3,3,3,1,1,27,24015,1,4
13,1,40056,2,2,,,2,3,3,3,2,1,22,24015,1,4
13,1,40670,2,2,,,2,3,3,3,2,1,27,61015,2,4
13,1,41256,3,2,,,2,3,3,3,1,1,23,60111,1,4
13,1,42119,1,2,,,2,3,3,3,1,1,24,50413,2,4
13,1,42160,3,2,,,2,3,3,3,1,1,22,60111,2,4
13,1,42460,4,2,,,2,3,3,3,1,1,26,51013,1,4
13,1,42984,6,1,41013,BEAUTY CARE,1,3,3,3,1,1,27,60001,1,4
13,1,43172,2,2,,,2,3,3,3,1,1,28,60719,2,4
14,1,44163,2,2,,,2,3,3,3,1,1,29,61013,2,4
14,1,44412,3,2,,,2,3,3,3,1,1,23,60001,1,4
14,1,44418,5,2,,,2,3,3,3,1,1,22,60811,1,4
14,1,44514,1,1,40715,WELDER,1,3,3,3,1,1,23,24015,1,4
14,2,44727,1,2,,,1,3,3,3,1,1,27,60421,2,4
14,2,44830,1,2,,,2,3,3,3,1,1,28,60913,2,4
14,2,44956,1,2,,,2,3,3,3,1,1,46,60321,1,
14,1,45507,4,2,,,2,3,3,3,1,1,27,60732,2,4
14,1,45507,5,2,,,1,3,3,3,1,1,29,60111,1,4
14,2,45565,4,2,,,2,3,3,3,2,1,22,10018,1,4
14,2,45821,4,2,,,2,3,3,3,1,1,24,40714,1,4
14,2,46000,5,2,,,2,3,3,3,1,1,21,60314,1,4
14,2,46267,3,2,,,2,3,3,3,2,1,20,24015,1,4
15,2,47454,8,2,,,2,3,3,3,1,1,16,0,2,4
16,1,50466,1,2,,,2,3,3,3,2,1,24,60314,1,4
16,2,50617,1,2,,,2,3,3,3,1,1,25,24015,1,4
16,2,51287,3,2,,,2,3,3,3,1,1,18,34031,2,1
16,2,51395,4,2,,,2,3,3,3,2,1,25,24003,1,4
17,1,53071,3,2,,,2,3,3,3,1,1,23,60612,2,4
17,1,53330,2,1,50612,ASSOCIATE IN COMPUTER TECHNOLO,1,3,3,3,1,1,26,40714,2,4
17,1,53337,1,2,,,2,3,3,3,2,1,30,24015,1,4
17,2,53856,1,2,,,2,3,3,3,2,1,29,10018,1,4
1,2,1373,3,1,40716,AUTOMOTIVE,1,2,3,3,2,1,26,60001,1,4
2,2,2423,3,2,,,2,2,3,3,1,1,26,24015,1,4
4,2,8591,2,1,50714,ASSOCIATE COMPUTER TECHNOLOGY,2,2,3,3,1,1,21,34013,1,2
4,2,8660,3,2,,,2,2,3,3,1,1,25,60612,2,4
5,2,11379,3,1,40613,COMPUTER PROGRAMMING NCIV,2,2,3,3,1,1,21,40613,2,4
7,1,19289,1,2,,,2,2,3,3,1,1,26,60715,2,4
7,1,19303,1,2,,,2,2,3,3,1,1,28,60001,1,4
10,2,26077,3,2,,,2,2,3,3,1,1,20,60388,2,4
10,2,26917,2,2,,,2,2,3,3,1,1,26,60111,2,4
10,2,28515,3,2,,,2,2,3,3,1,1,18,24015,1,2
13,1,37760,1,2,,,2,2,3,3,1,1,26,24015,2,4
13,1,37984,4,2,,,2,2,3,3,1,1,24,61013,2,4
13,1,39854,3,2,,,2,2,3,3,1,1,19,24013,1,4
13,1,40026,1,2,,,2,2,3,3,1,1,25,60002,2,4
13,1,40083,2,2,,,2,2,3,3,1,1,24,24011,2,4
13,1,40338,1,2,,,2,2,3,3,1,1,28,60111,1,4
14,2,46061,3,2,,,2,2,3,3,1,1,17,34011,2,1
14,2,46068,4,1,40922,CAREGIVING,1,2,3,3,1,1,30,24015,2,4
14,2,46187,2,2,,,2,2,3,3,1,1,23,61013,2,4
1,2,142,3,2,,,2,1,3,3,1,1,23,60719,2,4
1,2,527,2,1,41013,TVL,COOKERY,1,3,3,,1,1,20,35033,1
1,2,1636,2,1,41013,FOOD AND BEVERAGES SERVICES,1,1,3,3,1,1,23,60111,1,4
4,1,11138,3,2,,,2,1,3,3,2,1,20,60003,1,4
5,2,11375,2,2,,,1,1,3,3,1,1,17,24014,2,1
8,2,21694,3,1,41013,FOOD PROCESSING,COOKERY,1,3,3,,1,1,21,60188,1
11,2,31510,4,2,,,2,1,3,3,2,1,27,24015,1,4
11,2,31542,3,2,,,2,1,3,3,1,1,25,60002,1,4
12,2,33488,2,2,,,2,1,3,3,1,1,30,24015,1,4
13,1,35272,1,2,,,2,1,3,3,1,1,29,60732,1,4
13,1,35288,2,2,,,2,1,3,3,1,1,22,60612,2,4
13,1,38462,3,2,,,2,1,3,3,2,1,22,24013,1,4
13,1,39069,1,2,,,2,1,3,3,2,1,27,24015,1,4
8,1,20889,2,2,,,2,5,2,3,1,1,17,24014,2,1
1,2,1100,3,2,,,1,4,2,3,1,1,19,34012,2,4
6,2,14708,3,2,,,2,4,2,3,1,1,22,60612,2,4
13,1,37876,3,2,,,2,4,2,3,1,1,26,60004,2,4
13,1,39647,2,2,,,2,4,2,3,1,1,26,40912,2,4
1,2,269,3,2,,,2,3,2,3,1,1,20,60001,2,1
5,2,13373,4,2,,,2,3,2,3,1,1,21,35031,1,1
7,2,19913,3,1,41011,HOUSEKEEPING NC11,1,3,2,3,2,1,23,24015,1,4
8,1,20923,3,2,,,2,3,2,3,2,1,19,24012,2,2
9,2,25205,3,1,40714,COMPUTER HARDWARE SERVICES,1,3,2,3,1,1,27,60114,2,4
11,2,31524,3,2,,,2,3,2,3,1,1,24,60002,2,4
12,1,32321,1,2,,,2,3,2,3,1,1,26,60111,2,4
12,2,33364,3,2,,,1,3,2,3,1,1,25,24002,2,4
12,2,33986,3,1,40411,NCII BOOK KEEPING,1,3,2,3,2,1,29,60232,2,4
14,2,44693,1,2,,,2,3,2,3,1,1,25,60612,2,4
14,2,46040,5,2,,,2,3,2,3,2,1,15,24012,2,1
16,2,50190,3,2,,,2,3,2,3,2,1,18,24015,1,4
17,1,53155,1,2,,,2,3,2,3,2,1,21,60001,2,4
1,2,234,2,2,,,2,2,2,3,1,1,26,51013,2,4
1,2,1074,2,2,,,2,2,2,3,2,1,20,24015,1,4
1,2,1128,2,2,,,2,2,2,3,1,1,25,60002,2,4
2,2,2011,2,2,,,2,2,2,3,1,1,26,60003,2,1
2,2,2809,3,2,,,2,2,2,3,1,1,27,60612,2,4
3,1,4595,4,2,,,2,2,2,3,1,1,24,60111,2,4
3,1,6977,2,2,,,2,2,2,3,2,1,20,10018,2,4
3,1,7866,4,2,,,2,2,2,3,1,1,19,34013,2,1
4,2,10612,3,2,,,2,2,2,3,1,1,25,60912,2,4
6,2,14636,4,2,,,2,2,2,3,1,1,23,60413,2,4
6,2,14737,3,2,,,2,2,2,3,1,1,22,60411,2,4
6,2,15021,1,2,,,2,2,2,3,1,1,24,24013,1,4
6,2,15021,2,2,,,2,2,2,3,1,1,29,24012,2,4
7,1,18287,4,2,,,2,2,2,3,1,1,20,60612,2,4
7,1,18374,3,2,,,2,2,2,3,1,1,27,60488,2,4
7,1,18498,1,2,,,2,2,2,3,1,1,30,24015,2,4
7,1,18554,2,1,40688,ASSOC COMPUTET TECH,1,2,2,3,1,1,28,50611,1,4
7,1,18652,3,1,40322,DRESSMAKING,2,2,2,3,2,1,21,34012,2,4
8,1,20813,2,2,,,2,2,2,3,2,1,26,24015,2,4
8,1,20909,3,2,,,2,2,2,3,1,1,22,24015,1,4
8,1,21019,2,2,,,2,2,2,3,1,1,27,60414,2,4
10,2,26241,3,2,,,2,2,2,3,2,1,24,60713,1,4
10,2,27300,2,2,,,2,2,2,3,1,1,29,10014,1,4
11,1,29390,1,2,,,2,2,2,3,1,1,22,60413,2,4
12,2,32076,2,2,,,2,2,2,3,2,1,28,10015,1,4
12,1,32795,1,2,,,2,2,2,3,1,1,27,61013,1,4
12,1,32910,3,2,,,2,2,2,3,2,1,27,24012,1,4
13,1,34681,1,2,,,2,2,2,3,1,1,26,60413,1,4
13,1,37261,3,2,,,2,2,2,3,1,1,21,24015,1,4
13,1,39969,2,2,,,1,2,2,3,2,1,27,61013,1,4
13,1,40024,2,2,,,2,2,2,3,1,1,26,61015,2,4
13,1,40237,4,2,,,2,2,2,3,1,1,25,60413,2,4
13,1,40657,1,2,,,2,2,2,3,2,1,27,60413,1,4
13,1,41150,3,2,,,2,2,2,3,2,1,27,60913,2,4
13,1,41876,3,2,,,2,2,2,3,2,1,27,51013,1,4
13,1,42433,3,2,,,2,2,2,3,1,1,20,61015,1,4
13,1,43517,1,2,,,2,2,2,3,1,1,30,60002,1,4
14,2,43933,3,2,,,2,2,2,3,1,1,24,10013,1,4
14,2,45167,2,2,,,2,2,2,3,2,1,21,60732,2,4
14,2,46205,2,2,,,2,2,2,3,1,1,25,24015,1,4
15,2,47316,2,2,,,2,2,2,3,1,1,21,60111,2,4
16,1,49253,1,2,,,2,2,2,3,2,1,23,24015,1,4
17,1,52132,4,2,,,2,2,2,3,1,1,22,60004,1,4
17,1,53471,3,2,,,2,2,2,3,1,1,21,60612,2,4
3,1,5378,5,2,,,2,1,2,3,1,1,19,24011,2,4
3,1,7444,2,2,,,2,1,2,3,2,1,19,24015,2,4
4,1,9132,4,1,41013,FBS,BREAD AND PASTRY TVET,1,2,3,,1,1,20,60001,1
4,1,10014,2,2,,,2,1,2,3,1,1,24,10013,1,4
5,1,13477,2,1,40716,ELECTRONIC PRODUCT ASSEMBLICIN,1,1,2,3,1,1,20,40714,1,4
6,2,14107,3,2,,,2,1,2,3,2,1,27,60411,2,4
6,2,14465,1,1,40715,WELDER,1,1,2,3,1,1,30,24015,1,4
7,1,17277,3,2,,,2,1,2,3,2,1,27,24011,1,4
7,2,17558,2,2,,,2,1,2,3,1,1,30,61013,1,4
13,1,36042,2,2,,,2,1,2,3,2,1,20,24015,2,4
13,1,37239,3,2,,,2,1,2,3,2,1,27,60613,1,4
13,1,40015,1,2,,,2,1,2,3,1,1,27,60002,1,4
13,1,41798,2,2,,,2,1,2,3,1,1,28,60913,2,4
14,1,44038,3,2,,,2,1,2,3,1,1,25,24012,1,4
14,1,44521,1,2,,,2,1,2,3,2,1,28,24015,2,4
14,1,44585,1,2,,,2,1,2,3,1,1,26,60314,2,4
16,2,50644,3,2,,,2,1,2,3,2,1,30,60413,2,4
16,2,51156,3,2,,,2,1,2,3,1,1,19,24013,1,4
7,2,19615,3,2,,,2,5,1,3,2,1,16,10016,1,4
17,1,53252,1,2,,,2,5,1,3,1,1,26,24015,1,4
16,2,51156,1,2,,,2,4,1,3,2,1,19,24013,2,4
6,2,14586,3,2,,,2,3,1,3,1,1,27,10014,1,4
7,1,18970,1,2,,,2,3,1,3,2,1,26,60421,1,4
11,1,31414,3,2,,,2,3,1,3,2,1,17,24015,2,1
13,1,42122,3,2,,,2,3,1,3,1,1,25,60006,1,4
16,1,50091,4,2,,,1,3,1,3,1,1,24,60111,1,4
1,2,1739,3,2,,,2,2,1,3,2,1,23,60411,1,4
3,1,4137,4,2,,,2,2,1,3,1,1,19,34013,1,4
7,1,18514,1,2,,,2,2,1,3,1,1,28,24015,2,4
8,2,20452,1,2,,,2,2,1,3,1,1,30,24015,1,4
8,2,21177,3,2,,,2,2,1,3,2,1,27,60011,2,4
8,2,21268,3,1,50715,SMAW NCII,1,2,1,3,1,1,19,24015,1,4
11,1,30499,1,2,,,2,2,1,3,2,1,25,60002,1,2
13,1,37053,2,2,,,2,2,1,3,2,1,23,60001,2,4
13,1,39917,2,2,,,2,2,1,3,2,1,23,60002,1,4
14,1,44312,5,2,,,2,2,1,3,1,1,25,60314,1,4
14,1,44497,1,1,40915,MASSAGE THERAPY NC II,1,2,1,3,1,1,23,40915,2,4
16,1,50058,2,2,,,2,2,1,3,1,1,30,60411,1,4
16,1,50955,1,1,50612,COMPUTER SOFTWARE,2,2,1,3,1,1,30,60611,1,4
16,2,51192,4,2,,,2,2,1,3,1,1,20,60488,2,4
2,2,1921,1,2,,,1,1,1,3,1,1,29,61013,2,4
2,2,3448,3,2,,,2,1,1,3,1,1,23,24011,1,4
3,2,4742,1,2,,,2,1,1,3,1,1,25,24015,1,4
3,1,5584,2,2,,,2,1,1,3,1,1,29,24015,1,4
3,1,6460,3,2,,,2,1,1,3,1,1,22,60916,2,4
3,1,6460,4,2,,,2,1,1,3,1,1,20,60421,2,4
4,1,10106,1,2,,,2,1,1,3,1,1,29,24013,1,4
4,2,10320,3,2,,,2,1,1,3,1,1,23,60003,1,4
4,1,10678,2,2,,,2,1,1,3,1,1,21,24012,2,4
4,1,11129,3,2,,,2,1,1,3,2,1,23,60413,1,4
4,1,11166,2,2,,,2,1,1,3,2,1,22,60001,2,2
6,1,13935,3,2,,,1,1,1,3,2,1,26,60612,2,4
6,2,14405,1,2,,,2,1,1,3,2,1,20,24003,1,4
6,1,15457,1,1,40732,BUILDING WIRING,1,1,1,3,1,1,30,60003,1,4
6,2,15529,3,2,,,2,1,1,3,1,1,27,24011,1,4
7,1,18074,3,2,,,2,1,1,3,2,1,29,60400,2,4
7,1,18727,1,2,,,2,1,1,3,2,1,29,24015,2,4
7,1,18908,2,2,,,2,1,1,3,1,1,26,24015,2,4
8,2,22117,1,2,,,2,1,1,3,1,1,23,24013,1,4
8,2,23505,1,2,,,2,1,1,3,2,1,24,24015,1,4
8,2,23505,2,2,,,2,1,1,3,1,1,24,60923,2,4
9,1,24124,1,2,,,2,1,1,3,1,1,29,24015,1,4
9,2,24794,2,1,40411,NC111 BOOKKEEPING,2,1,1,3,1,1,27,60413,2,4
10,1,26571,4,2,,,2,1,1,3,1,1,22,10018,1,4
10,1,26613,2,1,40211,SMAW,1,1,1,3,2,1,27,24012,1,4
10,1,26613,3,1,40211,SMAW,1,1,1,3,2,1,26,24012,1,4
10,1,26652,2,2,,,2,1,1,3,1,1,29,60913,1,4
10,1,28334,2,2,,,2,1,1,3,2,1,26,24012,2,4
11,1,28828,4,2,,,2,1,1,3,1,1,24,0,1,4
11,1,28828,5,2,,,2,1,1,3,2,1,15,24011,2,4
11,1,29074,3,2,,,2,1,1,3,1,1,25,60732,1,4
11,1,29087,4,2,,,2,1,1,3,1,1,27,60732,2,4
11,1,29359,4,1,40715,SHIELDED METAL ARC WIELDING,1,1,1,3,2,1,27,60003,1,4
12,1,31867,3,2,,,2,1,1,3,1,1,25,60003,2,4
12,1,32536,1,2,,,2,1,1,3,2,1,30,24015,1,4
12,1,32612,1,2,,,2,1,1,3,2,1,25,24015,1,4
12,2,33812,1,2,,,2,1,1,3,2,1,22,10018,1,1
13,1,34538,3,2,,,2,1,1,3,1,1,23,60714,1,4
13,1,36873,1,2,,,1,1,1,3,2,1,23,24015,1,4
13,1,37497,2,2,,,2,1,1,3,2,1,27,60211,1,4
13,1,38505,2,2,,,2,1,1,3,2,1,24,10018,2,4
