REG,URB,HHID,RESP_LNO,Q5_TECHVOC,Q5_TECHVOC_COURSE,Q5_SPECIFY_COURSE,Q6_TESDA_CERT,Q15A_ARTS,Q15B_SCIENCE,Q15C_BUSINESS,Q20_ACTIVITY,Q21_KNOWLEDGE,C5_AGE_RT04,C12_HEA_RT04,C4_SEX_RT04,C14_ATTEND_SCHOOL_RT04
3,2,7728,3,2,,,2,1,1,1,1,1,25,60413,2,4
3,2,7907,2,2,,,1,1,1,1,1,1,25,60003,2,4
3,2,7964,3,2,,,2,1,1,1,1,1,30,24015,1,4
3,2,7984,3,2,,,2,1,1,1,2,1,22,10014,1,4
3,2,8276,3,2,,,1,1,1,1,1,1,23,60003,1,4
4,1,8535,1,2,,,2,1,1,1,2,1,29,24015,1,4
4,1,8976,2,2,,,2,1,1,1,2,1,23,24015,2,4
4,1,9343,1,2,,,2,1,1,1,2,1,19,34013,2,4
4,1,9349,1,1,40716,AUTOMOTIVE,1,1,1,1,1,1,30,40716,1,4
4,1,9349,3,2,,,2,1,1,1,1,1,23,60714,1,4
4,1,9375,1,2,,,2,1,1,1,1,1,22,60001,1,4
4,1,9377,1,1,40714,MECHATRONICS,1,1,1,1,1,1,20,35033,2,4
4,1,9381,1,2,,,2,1,1,1,1,1,24,24015,1,4
4,1,9381,2,2,,,2,1,1,1,2,1,19,34013,2,4
4,1,9383,1,2,,,2,1,1,1,1,1,24,60612,2,4
4,1,9391,1,2,,,2,1,1,1,2,1,27,24015,2,4
4,1,9391,2,2,,,2,1,1,1,1,1,25,24015,1,4
4,1,9396,1,2,,,2,1,1,1,1,1,21,24015,2,4
4,1,9396,2,2,,,2,1,1,1,1,1,21,24015,2,4
4,1,9400,1,2,,,1,1,1,1,1,1,30,61013,1,4
4,1,9400,2,2,,,2,1,1,1,1,1,25,24015,2,4
4,1,9400,3,2,,,2,1,1,1,1,1,23,60111,2,4
4,1,9400,4,2,,,2,1,1,1,1,1,23,60714,1,4
4,1,9406,1,2,,,2,1,1,1,1,1,22,60715,1,4
4,1,9407,1,2,,,2,1,1,1,1,1,22,60716,1,4
4,1,9419,1,2,,,2,1,1,1,2,1,28,50413,1,4
4,1,9444,2,2,,,2,1,1,1,1,1,20,10015,2,4
4,1,9446,1,1,50716,AUTOMOTIVE,2,1,1,1,1,1,27,50716,1,4
4,1,9454,1,2,,,1,1,1,1,1,1,22,24015,1,4
4,1,9458,2,2,,,2,1,1,1,1,1,23,60002,1,4
4,1,9556,1,2,,,2,1,1,1,1,1,26,24015,1,4
4,1,9597,1,2,,,2,1,1,1,1,1,21,24012,1,4
4,1,9597,2,2,,,2,1,1,1,2,1,28,50913,2,4
4,1,9605,1,2,,,2,1,1,1,1,1,24,60001,2,4
4,1,9605,2,2,,,2,1,1,1,2,1,19,24015,2,4
4,1,9774,3,2,,,2,1,1,1,1,1,23,24015,2,4
4,2,9833,3,2,,,2,1,1,1,2,1,22,24015,1,4
4,2,9860,2,2,,,2,1,1,1,1,1,24,24013,2,4
4,2,9860,3,2,,,2,1,1,1,2,1,16,24012,2,4
4,1,9989,2,2,,,2,1,1,1,1,1,20,24015,1,4
4,1,9991,2,2,,,2,1,1,1,1,1,20,24015,1,4
4,2,10569,3,2,,,2,1,1,1,2,1,27,10015,1,4
4,1,10753,3,1,41013,HOTEL AND RESTAU SERVICE PROVI,1,1,1,1,2,1,24,51013,1,4
4,1,10774,3,2,,,2,1,1,1,1,1,15,10014,1,4
4,1,10858,2,1,41013,FOOD AND BEVERAGES,2,1,1,1,1,1,29,24015,2,4
5,2,11419,2,2,,,2,1,1,1,1,1,16,24013,1,1
5,2,11806,2,2,,,2,1,1,1,2,1,20,35033,1,2
5,2,12455,3,2,,,2,1,1,1,1,1,26,10018,1,4
5,2,12826,5,2,,,2,1,1,1,1,1,18,24012,2,1
5,2,12865,2,2,,,2,1,1,1,2,1,22,24015,1,1
5,2,12919,2,2,,,2,1,1,1,1,1,18,24014,2,1
5,2,12955,3,1,40715,WELDING,1,1,1,1,1,1,25,24015,1,4
5,2,13167,1,2,,,2,1,1,1,1,1,17,24012,1,4
5,2,13172,4,2,,,2,1,1,1,1,1,16,24013,1,1
5,2,13172,5,2,,,2,1,1,1,1,1,15,24012,1,1
5,2,13262,1,2,,,2,1,1,1,2,1,27,10018,2,4
5,2,13338,3,2,,,2,1,1,1,1,1,21,24011,1,4
5,2,13430,2,2,,,2,1,1,1,2,1,25,10015,2,4
6,1,15199,3,2,,,2,1,1,1,1,1,26,24015,2,4
6,2,15851,1,2,,,2,1,1,1,2,1,30,24012,1,4
6,1,16261,1,2,,,2,1,1,1,2,1,27,10014,1,4
6,1,16266,1,1,50714,COMP. TECH,2,1,1,1,1,1,25,50714,1,4
6,1,16377,2,2,,,2,1,1,1,2,1,24,10014,1,4
6,1,16624,2,2,,,2,1,1,1,1,1,17,10015,1,4
6,1,16654,2,2,,,2,1,1,1,1,1,20,10012,1,4
6,1,16745,3,2,,,2,1,1,1,2,1,17,24011,1,1
6,1,16757,3,2,,,2,1,1,1,1,1,17,34011,1,1
6,2,16993,2,2,,,2,1,1,1,1,1,16,24013,2,1
7,2,17408,2,2,,,2,1,1,1,1,1,19,10018,1,4
7,1,18287,3,1,41013,COMMERCIAL COOKING,1,1,1,1,2,1,25,24015,1,4
7,1,18549,5,2,,,2,1,1,1,1,1,25,10011,1,4
7,1,18832,5,2,,,2,1,1,1,1,1,24,60716,1,4
7,1,19225,2,2,,,2,1,1,1,1,1,23,24015,2,4
7,1,19341,4,2,,,2,1,1,1,2,1,28,24015,1,4
7,2,19466,1,2,,,2,1,1,1,1,1,30,10018,1,4
7,2,20076,1,2,,,2,1,1,1,2,1,28,24011,1,4
8,2,20627,1,2,,,2,1,1,1,1,1,28,24015,1,4
8,2,21323,1,2,,,2,1,1,1,1,1,30,24015,2,4
8,2,21434,4,1,50612,ASSO,INFO TECH,1,1,1,,1,1,22,50612,1
8,2,21836,4,2,,,2,1,1,1,2,1,19,24013,1,4
8,2,22060,1,2,,,2,1,1,1,1,1,27,10018,1,4
8,2,22173,2,2,,,2,1,1,1,2,1,23,24015,1,4
8,2,22496,2,2,,,2,1,1,1,1,1,26,24011,2,4
8,2,22795,3,2,,,2,1,1,1,1,1,30,24015,2,4
8,2,22813,4,2,,,2,1,1,1,1,1,21,24011,1,4
8,2,22973,3,2,,,2,1,1,1,2,1,26,60923,2,4
8,2,23101,3,2,,,2,1,1,1,1,1,28,0,1,4
8,2,23155,2,2,,,2,1,1,1,2,1,24,24013,1,4
8,2,23155,3,2,,,2,1,1,1,2,1,24,10018,2,4
8,2,23244,4,2,,,2,1,1,1,2,1,25,24015,1,4
8,2,23252,2,2,,,2,1,1,1,1,1,29,24015,1,4
8,2,23296,4,2,,,2,1,1,1,1,1,19,60001,2,1
8,2,23314,3,2,,,2,1,1,1,2,1,19,24013,1,4
8,2,23327,3,2,,,2,1,1,1,2,1,26,24015,2,4
8,2,23423,1,2,,,2,1,1,1,2,1,29,24012,1,4
8,2,23507,3,2,,,2,1,1,1,1,1,17,34011,2,1
8,2,23533,2,2,,,2,1,1,1,2,1,27,24013,2,4
9,2,23972,1,2,,,2,1,1,1,1,1,26,10018,1,4
9,2,23972,2,2,,,2,1,1,1,1,1,23,10018,2,4
9,1,24091,3,2,,,2,1,1,1,1,1,20,24015,1,4
9,1,24124,2,2,,,2,1,1,1,1,1,28,24015,2,4
9,2,24656,2,2,,,2,1,1,1,2,1,19,10018,2,4
9,2,24755,3,2,,,2,1,1,1,1,1,22,24011,1,4
9,2,24874,3,2,,,2,1,1,1,1,1,27,24015,1,4
10,1,25653,2,2,,,2,1,1,1,2,1,16,10018,1,4
10,2,25980,2,2,,,2,1,1,1,2,1,26,10018,1,4
10,2,25980,3,2,,,2,1,1,1,2,1,24,10018,1,4
10,2,25984,4,2,,,2,1,1,1,1,1,18,24014,1,1
10,2,25991,4,2,,,2,1,1,1,1,1,15,24013,1,1
10,2,26081,5,2,,,2,1,1,1,1,1,19,34021,1,1
10,1,26518,4,2,,,2,1,1,1,2,1,19,34013,1,1
10,1,26842,3,2,,,2,1,1,1,2,1,22,10018,1,4
10,1,27844,1,2,,,2,1,1,1,1,1,30,60314,1,4
10,1,28094,1,2,,,2,1,1,1,1,1,30,60913,1,4
10,1,28334,6,2,,,1,1,1,1,2,1,18,10018,2,4
10,2,28622,4,2,,,1,1,1,1,2,1,22,35033,1,4
10,2,28762,2,2,,,2,1,1,1,1,1,27,60002,1,4
11,1,28990,3,2,,,2,1,1,1,2,1,26,60002,1,4
11,1,29053,1,1,40716,2 YR AUTOMOTIVE,2,1,1,1,2,1,21,24011,1,4
11,1,29066,1,2,,,2,1,1,1,1,1,29,60314,2,4
11,1,29066,2,2,,,2,1,1,1,1,1,30,60611,1,4
11,1,29087,3,2,,,2,1,1,1,1,1,28,60612,1,4
11,1,29087,5,2,,,2,1,1,1,2,1,23,60411,2,4
11,2,29191,2,2,,,2,1,1,1,1,1,21,60002,1,4
11,1,29393,1,2,,,2,1,1,1,2,1,20,24015,1,4
11,1,29586,2,2,,,2,1,1,1,1,1,18,24015,2,4
11,2,30213,1,2,,,2,1,1,1,1,1,48,10018,1,
11,2,30213,2,2,,,2,1,1,1,1,1,53,10018,2,
11,2,30213,3,2,,,2,1,1,1,1,1,28,24013,2,4
11,2,30213,4,2,,,1,1,1,1,1,1,22,24003,2,4
11,2,30281,2,1,50714,CHS SERVECING COMPUTER HARDWAR,1,1,1,1,2,1,25,50714,1,4
11,2,30299,2,2,,,2,1,1,1,1,1,26,10018,1,4
11,1,30399,3,2,,,2,1,1,1,1,1,23,24013,2,4
11,2,31514,2,2,,,2,1,1,1,1,1,30,10014,2,4
11,2,31524,4,2,,,2,1,1,1,1,1,18,10018,1,1
11,2,31525,1,2,,,2,1,1,1,1,1,30,24015,1,4
11,2,31659,1,2,,,2,1,1,1,1,1,20,24013,2,4
12,1,31867,4,2,,,2,1,1,1,1,1,20,24014,1,4
12,1,31868,3,2,,,2,1,1,1,1,1,17,24014,1,1
12,1,31868,4,2,,,2,1,1,1,1,1,15,24011,2,1
12,1,31879,3,2,,,2,1,1,1,1,1,18,34011,2,1
12,1,31904,1,2,,,2,1,1,1,1,1,26,10018,1,4
12,2,32151,3,2,,,2,1,1,1,1,1,19,34011,1,1
12,2,32157,3,2,,,2,1,1,1,1,1,17,24011,1,1
12,1,32234,2,2,,,2,1,1,1,1,1,22,24012,1,4
12,1,32371,2,2,,,2,1,1,1,1,1,30,60413,2,4
12,1,32629,1,2,,,2,1,1,1,2,1,26,24015,1,4
12,1,32916,4,2,,,2,1,1,1,2,1,23,24015,2,4
12,1,32936,1,2,,,2,1,1,1,1,1,29,60001,1,4
12,2,33042,2,2,,,2,1,1,1,1,1,24,24011,2,4
12,1,33202,1,2,,,2,1,1,1,1,1,26,10012,1,4
12,2,33533,1,2,,,2,1,1,1,2,1,21,24011,1,4
12,2,33877,6,2,,,2,1,1,1,1,1,22,24012,1,4
12,2,33877,7,2,,,2,1,1,1,2,1,18,24011,2,4
12,2,34058,4,2,,,2,1,1,1,2,1,26,24015,2,4
12,2,34098,1,2,,,2,1,1,1,2,1,19,24015,1,4
13,1,34508,1,2,,,2,1,1,1,1,1,28,60001,2,4
13,1,35419,1,2,,,2,1,1,1,2,1,29,24015,1,4
13,1,35424,1,2,,,2,1,1,1,2,1,25,60003,2,4
13,1,36220,2,2,,,2,1,1,1,2,1,21,34031,1,4
13,1,36743,2,2,,,2,1,1,1,1,1,27,60413,2,4
13,1,36854,1,2,,,2,1,1,1,1,1,29,60002,1,4
13,1,38215,1,2,,,2,1,1,1,1,1,25,24015,1,4
13,1,38215,2,2,,,2,1,1,1,1,1,22,24015,2,4
13,1,38963,1,2,,,2,1,1,1,2,1,23,24015,1,4
13,1,38987,1,2,,,2,1,1,1,2,1,24,60004,2,4
13,1,38987,2,2,,,2,1,1,1,2,1,26,24015,1,4
13,1,39520,3,2,,,2,1,1,1,1,1,30,24015,1,4
13,1,39813,1,2,,,2,1,1,1,1,1,28,60004,2,4
13,1,39813,2,2,,,2,1,1,1,1,1,28,60004,1,4
13,1,40007,1,2,,,2,1,1,1,1,1,27,24015,1,4
13,1,40517,4,2,,,2,1,1,1,1,1,29,24015,2,4
13,1,40525,1,2,,,2,1,1,1,1,1,28,60314,1,4
13,1,41149,2,2,,,2,1,1,1,2,1,27,24015,1,4
13,1,41555,1,2,,,2,1,1,1,1,1,28,24015,2,4
13,1,41666,1,2,,,2,1,1,1,2,1,24,24015,1,4
13,1,41788,2,1,41013,FBS NCIII,BARTENDING NC II,1,1,1,,1,1,25,24015,1
13,1,42160,2,2,,,2,1,1,1,2,1,21,60414,2,4
13,1,42298,1,2,,,2,1,1,1,2,1,24,24011,2,4
13,1,42298,2,2,,,2,1,1,1,2,1,24,24015,1,4
13,1,42341,1,2,,,2,1,1,1,2,1,28,60714,1,4
13,1,42367,1,2,,,2,1,1,1,1,1,30,24012,1,4
13,1,42383,2,1,40915,MASSAGE THERAPIST NCII,2,1,1,1,2,1,29,24015,2,4
13,1,42403,1,1,41013,COOKING,2,1,1,1,1,1,21,24014,1,4
13,1,42403,3,2,,,2,1,1,1,1,1,30,24015,2,4
13,1,42658,1,2,,,2,1,1,1,2,1,28,60713,2,4
13,1,42658,2,2,,,2,1,1,1,2,1,28,60713,2,4
13,1,43133,3,2,,,2,1,1,1,1,1,27,60610,2,4
13,1,43349,1,2,,,2,1,1,1,2,1,23,60188,2,4
13,1,43476,2,2,,,2,1,1,1,2,1,29,60412,1,4
14,2,43622,3,2,,,2,1,1,1,1,1,22,60002,1,4
14,2,44988,1,2,,,2,1,1,1,1,1,22,10013,1,4
14,1,45433,1,2,,,2,1,1,1,1,1,28,24015,1,4
14,2,46000,6,2,,,2,1,1,1,1,1,19,60001,1,1
14,2,46085,3,2,,,2,1,1,1,1,1,20,10015,1,4
14,2,46093,3,2,,,2,1,1,1,1,1,15,24012,1,1
14,2,46123,1,2,,,2,1,1,1,1,1,28,24015,1,4
14,2,46123,2,2,,,2,1,1,1,1,1,25,10018,2,4
14,2,46267,2,2,,,2,1,1,1,1,1,23,24015,1,4
14,2,46434,1,2,,,2,1,1,1,1,1,24,10013,1,4
14,2,46555,2,2,,,2,1,1,1,1,1,26,10018,1,4
15,2,46730,3,2,,,2,1,1,1,1,1,21,10014,1,4
15,2,47060,2,2,,,2,1,1,1,1,1,26,10018,1,4
15,2,47316,1,2,,,2,1,1,1,2,1,26,60001,1,4
15,2,47454,6,2,,,2,1,1,1,1,1,23,0,1,4
15,2,47628,1,2,,,2,1,1,1,2,1,22,24015,1,4
15,2,47965,3,2,,,1,1,1,1,1,1,23,24012,1,4
15,2,48419,3,2,,,2,1,1,1,1,1,25,10014,2,4
15,2,48587,3,2,,,1,1,1,1,2,1,20,10014,1,4
15,2,48672,1,2,,,2,1,1,1,1,1,28,60114,1,4
15,2,48835,3,,,,,1,1,1,2,1,20,10012,1,4
16,2,49814,1,2,,,2,1,1,1,1,1,24,24013,1,4
16,1,49923,3,2,,,2,1,1,1,1,1,16,24013,2,1
16,1,50045,1,2,,,2,1,1,1,1,1,27,10012,1,4
16,2,50190,4,2,,,2,1,1,1,1,1,16,24012,2,1
16,2,50260,3,2,,,2,1,1,1,2,1,20,24015,1,2
16,1,50927,2,2,,,2,1,1,1,1,1,15,24011,2,1
16,2,51192,3,2,,,2,1,1,1,1,1,21,60613,1,4
17,2,51847,2,2,,,2,1,1,1,1,1,27,60001,2,4
17,1,53261,1,2,,,2,1,1,1,1,1,22,24015,2,4
17,1,53431,3,2,,,2,1,1,1,1,1,30,60716,1,4
17,2,54069,2,2,,,2,1,1,1,2,1,22,10013,1,4
17,2,54223,2,2,,,2,1,1,1,2,1,25,24011,1,4
17,2,54260,3,2,,,2,1,1,1,1,1,19,10015,1,4
4,2,8581,4,1,50715,WELDING/FABRICATION,2,5,5,5,2,2,26,50715,1,4
4,2,8584,3,2,,,2,5,5,5,2,2,23,60731,1,4
16,2,50797,1,2,,,2,5,5,5,2,2,26,24015,1,4
16,2,50798,1,2,,,2,5,5,5,2,2,26,24015,1,4
9,2,25152,1,2,,,1,4,5,5,1,2,18,24011,1,4
4,1,9180,2,2,,,2,3,5,5,2,2,27,24015,2,4
13,1,34901,1,2,,,2,1,5,5,2,2,30,60611,1,4
5,2,11340,2,2,,,2,4,4,5,1,2,19,34011,1,4
9,2,23657,2,2,,,2,4,4,5,2,2,25,24015,1,4
9,2,23657,3,2,,,2,4,4,5,2,2,25,61015,2,4
5,2,11618,3,2,,,2,3,4,5,2,2,17,34011,1,2
13,1,43353,1,2,,,2,3,4,5,2,2,30,60002,1,4
15,2,47480,4,2,,,2,3,4,5,1,2,28,24012,2,4
16,1,49216,3,2,,,2,3,4,5,1,2,27,60003,2,4
16,2,50583,2,2,,,2,3,4,5,2,2,30,24015,2,4
6,2,15702,2,2,,,2,1,4,5,1,2,16,24014,1,4
7,2,19473,2,,,,,1,4,5,1,2,23,10012,1,4
13,1,38525,3,1,40611,COMPUTER SEC,1,1,4,5,1,2,27,50415,2,4
5,2,11366,3,2,,,2,5,3,5,1,2,22,35031,1,1
6,1,15454,2,2,,,2,5,3,5,1,2,30,24013,1,4
10,1,26490,2,1,40921,CAREGIVER,1,5,3,5,2,2,21,40921,2,4
4,1,8345,2,2,,,2,3,3,5,1,2,23,24015,2,4
5,2,11775,3,2,,,2,3,3,5,2,2,16,24012,1,4
5,2,13377,4,2,,,2,3,3,5,1,2,19,34013,1,2
6,2,14422,3,2,,,2,3,3,5,2,2,23,60002,2,4
8,1,20818,3,2,,,2,3,3,5,2,2,28,24012,1,4
10,1,28119,4,2,,,2,3,3,5,2,2,25,60811,1,4
10,1,28334,3,,,,,3,3,5,2,2,24,0,1,4
11,2,30835,4,2,,,2,3,3,5,1,2,20,24015,1,4
13,1,35112,2,2,,,2,3,3,5,2,2,22,24015,2,4
14,1,44259,2,2,,,1,3,3,5,2,2,26,24015,1,4
14,2,44850,3,2,,,2,3,3,5,2,2,28,24015,1,4
17,1,53203,3,2,,,2,3,3,5,1,2,21,10015,1,4
13,1,41570,2,2,,,2,2,3,5,2,2,27,24015,2,4
17,1,53271,1,1,50413,BUSINESS MANAGEMENT,2,2,3,5,2,2,22,60003,1,4
17,2,53599,3,2,,,2,2,3,5,1,2,25,60913,1,4
12,2,32202,1,2,,,2,1,3,5,2,2,27,60001,1,4
3,1,7322,2,2,,,2,3,2,5,1,2,24,24015,2,4
4,1,10051,4,2,,,1,3,2,5,2,2,19,35033,2,4
1,1,39,2,2,,,2,2,2,5,2,2,27,24015,2,4
3,1,5810,4,2,,,2,2,2,5,2,2,21,24015,1,4
3,1,7303,3,2,,,2,2,2,5,2,2,29,60003,1,4
3,2,7944,2,2,,,2,2,2,5,2,2,18,24013,1,4
4,1,8339,2,1,40732,PIPEFITTING NC2,1,2,2,5,2,2,23,24015,1,4
7,2,20102,4,2,,,2,2,2,5,2,2,20,10014,1,4
8,2,21678,3,2,,,2,2,2,5,2,2,25,60001,1,4
13,1,35406,1,2,,,2,2,2,5,2,2,29,24015,1,4
13,1,37617,3,2,,,2,2,2,5,2,2,30,60213,2,4
13,1,38890,1,1,40714,COMPUTER TECHNICIAN,1,2,2,5,1,2,30,24015,1,4
13,1,40771,1,2,,,2,2,2,5,2,2,26,60414,1,4
14,1,44618,1,2,,,2,1,2,5,1,2,28,24011,1,4
5,1,11727,2,2,,,2,3,1,5,1,2,26,10018,1,4
7,1,19037,1,2,,,2,3,1,5,,2,25,24015,1,4
5,2,11402,1,2,,,2,2,1,5,2,2,23,60111,2,4
13,1,41017,1,2,,,2,2,1,5,2,2,27,24012,2,4
1,2,497,2,2,,,2,1,1,5,2,2,24,60002,1,4
1,2,497,3,2,,,2,1,1,5,2,2,30,40716,2,4
2,2,2838,2,2,,,2,1,1,5,2,2,26,24015,2,4
2,2,3750,3,2,,,2,1,1,5,2,2,19,24011,1,4
3,1,5348,2,1,50410,SECRETARIAL,2,1,1,5,1,2,24,50002,2,4
3,1,5412,3,2,,,2,1,1,5,2,2,24,60002,2,4
3,1,5997,3,2,,,2,1,1,5,2,2,23,24015,1,4
3,1,7267,1,1,40715,COMPUTER DESIGN,2,1,1,5,2,2,29,40715,2,4
3,2,8084,3,2,,,2,1,1,5,2,2,23,24012,1,4
4,1,8978,1,2,,,2,1,1,5,2,2,22,24015,1,4
4,1,10214,3,2,,,2,1,1,5,2,2,29,24012,1,4
5,2,11775,4,2,,,2,1,1,5,2,2,15,24013,1,1
6,1,16443,2,2,,,2,1,1,5,2,2,26,24015,2,4
9,1,23642,3,2,,,2,1,1,5,1,2,21,60413,2,4
9,2,23880,3,2,,,2,1,1,5,2,2,23,10014,2,4
9,2,23912,5,2,,,2,1,1,5,2,2,23,24015,2,4
10,1,26152,3,2,,,2,1,1,5,2,2,30,60002,1,4
10,1,28317,1,2,,,2,1,1,5,2,2,25,60002,2,4
10,1,28334,4,,,,,1,1,5,2,2,20,10015,1,4
10,2,28792,2,2,,,2,1,1,5,1,2,22,60923,2,4
11,1,29297,3,2,,,2,1,1,5,2,2,28,60003,1,4
11,1,31351,3,2,,,2,1,1,5,2,2,26,24015,2,4
11,2,31569,1,2,,,2,1,1,5,2,2,30,10018,1,4
13,1,36492,2,2,,,2,1,1,5,1,2,23,34013,1,4
13,1,39422,2,2,,,2,1,1,5,1,2,27,60414,2,4
13,1,39472,1,2,,,2,1,1,5,2,2,26,24015,2,4
13,1,39645,4,2,,,2,1,1,5,2,2,26,24011,1,4
13,1,40007,2,2,,,2,1,1,5,2,2,25,60002,2,4
13,1,41437,3,2,,,2,1,1,5,2,2,22,60002,2,4
13,1,41490,2,2,,,1,1,1,5,2,2,24,60003,1,4
13,1,41490,3,2,,,2,1,1,5,2,2,19,24015,1,4
13,1,41762,2,2,,,2,1,1,5,2,2,26,61015,2,4
13,1,42705,3,2,,,2,1,1,5,1,2,23,60002,1,4
13,1,42926,3,1,51013,HRS- HOTEL RESTAURANT SERVICES,2,1,1,5,2,2,23,51013,1,4
14,1,44005,1,2,,,2,1,1,5,2,2,25,24015,1,4
14,1,44454,2,2,,,2,1,1,5,2,2,20,24012,1,4
14,2,44848,2,2,,,2,1,1,5,2,2,16,10018,1,4
14,2,46371,1,2,,,1,1,1,5,1,2,28,24013,2,4
15,2,47259,4,2,,,2,1,1,5,2,2,27,10014,2,4
16,2,51539,2,2,,,2,4,5,4,1,2,17,24015,2,1
3,1,5997,2,2,,,2,3,5,4,1,2,26,60003,1,4
14,1,44558,4,2,,,2,3,5,4,1,2,24,60913,2,4
3,1,4897,1,1,41012,WELLNESS SPA MASSAGE,1,5,4,4,2,2,26,60111,2,4
13,1,34582,1,2,,,2,5,4,4,1,2,27,61013,1,4
5,2,12785,3,2,,,2,4,4,4,1,2,21,60314,1,4
12,1,31794,3,2,,,1,4,4,4,2,2,25,24015,1,4
13,1,36726,1,2,,,2,4,4,4,2,2,30,60003,2,4
13,1,43162,1,2,,,2,4,4,4,2,2,28,60321,1,4
14,2,45856,2,2,,,2,4,4,4,2,2,27,24011,1,4
3,2,8040,4,2,,,2,3,4,4,2,2,18,34011,2,1
9,2,25309,3,2,,,2,3,4,4,2,2,21,24015,1,4
10,1,28408,2,2,,,2,3,4,4,2,2,27,60913,2,4
13,1,35286,1,2,,,2,1,4,4,2,2,29,60002,1,4
4,1,10897,3,2,,,2,5,3,4,1,2,24,60413,2,4
13,1,43291,1,2,,,2,5,3,4,2,2,20,10014,1,4
4,1,8828,2,2,,,2,4,3,4,2,2,27,60613,2,4
5,2,12023,3,2,,,2,4,3,4,2,2,16,24014,2,1
10,1,26157,3,1,50713,TVL ELECTRICITY,1,4,3,4,2,2,21,40714,1,1
13,1,40168,4,2,,,2,4,3,4,2,2,30,70400,1,4
5,2,13377,5,2,,,2,3,3,4,1,2,15,24012,2,2
7,1,18729,2,1,41019,CULINARY,1,3,3,4,2,2,25,24015,2,4
8,2,22973,4,2,,,2,3,3,4,1,2,20,34013,1,4
10,1,27381,6,2,,,2,3,3,4,1,2,25,60914,2,4
10,1,28400,3,2,,,2,3,3,4,2,2,30,24012,1,4
10,2,28752,3,2,,,1,3,3,4,1,2,25,60314,1,4
12,2,32151,4,2,,,2,3,3,4,2,2,15,24012,2,1
13,1,37754,1,2,,,2,3,3,4,2,2,33,50003,1,
13,1,38499,1,2,,,2,3,3,4,2,2,22,24015,1,4
13,1,42135,3,2,,,2,3,3,4,1,2,23,24015,1,4
13,1,42135,4,2,,,2,3,3,4,1,2,26,10018,2,4
13,1,42360,4,2,,,2,3,3,4,1,2,19,34012,1,4
13,1,42377,1,2,,,2,3,3,4,1,2,25,24015,1,4
3,1,4846,4,2,,,2,2,3,4,1,2,25,60004,1,4
7,1,18215,1,1,40719,ELECTRONICS,2,2,3,4,2,2,25,24015,1,4
7,1,18979,2,2,,,2,2,3,4,2,2,29,24015,2,4
13,1,35480,1,2,,,2,2,3,4,2,2,25,60612,2,4
13,1,35495,1,2,,,2,2,3,4,2,2,26,60612,1,4
13,1,35508,1,2,,,2,2,3,4,2,2,27,60714,1,4
10,1,28281,2,2,,,2,1,3,4,2,2,25,24013,1,4
11,2,30835,3,2,,,2,1,3,4,1,2,29,24015,1,4
17,2,52774,1,,,,,1,3,4,1,2,23,10018,1,4
2,2,3377,3,2,,,2,3,2,4,2,2,21,24015,1,4
4,1,8520,2,2,,,2,3,2,4,2,2,19,34013,1,4
10,1,26490,3,2,,,2,3,2,4,2,2,22,24015,1,4
10,1,28174,1,2,,,2,3,2,4,1,2,26,60003,2,4
12,1,33267,1,2,,,1,3,2,4,2,2,22,60002,1,4
13,1,35464,1,2,,,2,3,2,4,2,2,25,60714,2,4
13,1,42323,2,2,,,2,3,2,4,2,2,20,34012,2,4
3,1,5358,1,2,,,2,2,2,4,2,2,26,60002,2,4
3,1,5627,2,2,,,2,2,2,4,2,2,26,24012,2,4
4,2,9318,2,1,40714,ELECTRONICS,1,2,2,4,2,2,30,24012,1,4
5,2,13583,4,2,,,1,2,2,4,1,2,19,24013,1,1
9,2,23791,3,2,,,2,2,2,4,2,2,23,60412,1,4
11,1,29579,3,2,,,2,2,2,4,2,2,21,60001,1,2
11,1,29857,1,1,40921,CHS,1,2,2,4,1,2,26,60002,1,4
11,1,31390,4,2,,,2,2,2,4,1,2,23,60001,1,4
13,1,34676,4,2,,,2,2,2,4,2,2,22,24011,1,4
13,1,34709,3,2,,,2,2,2,4,2,2,25,61013,1,4
13,1,35458,1,2,,,2,2,2,4,2,2,28,60413,2,4
13,1,35463,1,2,,,2,2,2,4,2,2,26,60612,2,4
13,1,35466,1,2,,,2,2,2,4,2,2,27,60414,2,4
13,1,35474,1,2,,,2,2,2,4,2,2,24,60613,1,4
13,1,35487,1,2,,,2,2,2,4,2,2,26,60612,1,4
13,1,35489,1,2,,,2,2,2,4,2,2,27,60412,2,4
13,1,35497,1,2,,,2,2,2,4,2,2,25,60313,2,4
13,1,35499,1,2,,,2,2,2,4,2,2,24,60003,2,4
13,1,38120,3,2,,,2,2,2,4,2,2,28,60004,1,4
13,1,38509,3,2,,,2,2,2,4,2,2,25,24015,2,4
13,1,39212,2,2,,,2,2,2,4,2,2,26,60003,1,4
13,1,39468,2,1,40715,WELDER,2,2,2,4,2,2,22,24015,1,4
13,1,42092,1,2,,,2,2,2,4,2,2,25,24015,2,4
13,1,40572,5,2,,,2,1,2,4,2,2,19,34023,1,4
11,2,30803,2,2,,,2,4,1,4,1,2,16,10018,1,4
13,1,37586,1,2,,,2,2,1,4,2,2,29,60610,2,4
13,1,40576,4,2,,,2,2,1,4,1,2,24,60414,2,4
13,1,42544,1,1,50714,TECHNOLOGY (ELECTRONICS),2,2,1,4,2,2,28,50714,1,4
